3.473066666666666436e+01 1.066666666666666652e+00
3.470933333333333337e+01 1.066666666666666652e+00
3.468800000000000239e+01 1.066666666666666652e+00
3.466666666666666430e+01 1.066666666666666652e+00
3.464533333333333331e+01 1.066666666666666652e+00
3.462400000000000233e+01 1.066666666666666652e+00
3.460266666666666424e+01 1.066666666666666652e+00
3.458133333333333326e+01 1.066666666666666652e+00
3.456000000000000227e+01 1.066666666666666652e+00
3.453866666666666418e+01 1.066666666666666652e+00
3.451733333333333320e+01 1.066666666666666652e+00
3.449600000000000222e+01 1.066666666666666652e+00
3.447466666666666413e+01 1.066666666666666652e+00
3.445333333333333314e+01 1.066666666666666652e+00
3.443200000000000216e+01 1.066666666666666652e+00
3.441066666666666407e+01 1.066666666666666652e+00
3.438933333333333309e+01 1.066666666666666652e+00
3.436800000000000210e+01 1.066666666666666652e+00
3.434666666666666401e+01 1.066666666666666652e+00
3.432533333333333303e+01 1.066666666666666652e+00
3.430400000000000205e+01 1.066666666666666652e+00
3.428266666666666396e+01 1.066666666666666652e+00
3.426133333333333297e+01 1.066666666666666652e+00
3.424000000000000199e+01 1.066666666666666652e+00
3.421866666666666390e+01 1.066666666666666652e+00
3.419733333333333292e+01 1.066666666666666652e+00
3.417600000000000193e+01 1.066666666666666652e+00
3.415466666666666384e+01 1.066666666666666652e+00
3.413333333333333286e+01 1.066666666666666652e+00
3.411200000000000188e+01 1.066666666666666652e+00
3.409066666666666379e+01 1.066666666666666652e+00
3.406933333333333280e+01 1.066666666666666652e+00
3.404800000000000182e+01 1.066666666666666652e+00
3.402666666666666373e+01 1.066666666666666652e+00
3.400533333333333275e+01 1.066666666666666652e+00
3.398400000000000176e+01 1.066666666666666652e+00
3.396266666666666367e+01 1.066666666666666652e+00
3.394133333333333269e+01 1.066666666666666652e+00
3.392000000000000171e+01 1.066666666666666652e+00
3.389866666666666362e+01 1.066666666666666652e+00
3.387733333333333263e+01 1.066666666666666652e+00
3.385600000000000165e+01 1.066666666666666652e+00
3.383466666666666356e+01 1.066666666666666652e+00
3.381333333333333258e+01 1.066666666666666652e+00
3.379200000000000159e+01 1.066666666666666652e+00
3.377066666666666350e+01 1.066666666666666652e+00
3.374933333333333252e+01 1.066666666666666652e+00
3.372800000000000153e+01 1.066666666666666652e+00
3.370666666666666345e+01 1.066666666666666652e+00
3.368533333333333246e+01 1.066666666666666652e+00
3.366400000000000148e+01 1.066666666666666652e+00
3.364266666666666339e+01 1.066666666666666652e+00
3.362133333333333240e+01 1.066666666666666652e+00
3.360000000000000142e+01 1.066666666666666652e+00
3.357866666666666333e+01 1.066666666666666652e+00
3.355733333333333235e+01 1.066666666666666652e+00
3.353600000000000136e+01 1.066666666666666652e+00
3.351466666666666328e+01 1.066666666666666652e+00
3.349333333333333229e+01 1.066666666666666652e+00
3.347200000000000131e+01 1.066666666666666652e+00
3.345066666666666322e+01 1.066666666666666652e+00
3.342933333333333223e+01 1.066666666666666652e+00
3.340800000000000125e+01 1.066666666666666652e+00
3.338666666666666316e+01 1.066666666666666652e+00
3.336533333333333218e+01 1.066666666666666652e+00
3.334400000000000119e+01 1.066666666666666652e+00
3.332266666666667021e+01 1.066666666666666652e+00
3.330133333333333212e+01 1.066666666666666652e+00
3.328000000000000114e+01 1.066666666666666652e+00
3.325866666666667015e+01 1.066666666666666652e+00
3.323733333333333206e+01 1.066666666666666652e+00
3.321600000000000108e+01 1.066666666666666652e+00
3.319466666666667010e+01 1.066666666666666652e+00
3.317333333333333201e+01 1.066666666666666652e+00
3.315200000000000102e+01 1.066666666666666652e+00
3.313066666666667004e+01 1.066666666666666652e+00
3.310933333333333195e+01 1.066666666666666652e+00
3.308800000000000097e+01 1.066666666666666652e+00
3.306666666666666998e+01 1.066666666666666652e+00
3.304533333333333189e+01 1.066666666666666652e+00
3.302400000000000091e+01 1.066666666666666652e+00
3.300266666666666993e+01 1.066666666666666652e+00
3.298133333333333184e+01 1.066666666666666652e+00
3.296000000000000085e+01 1.066666666666666652e+00
3.293866666666666987e+01 1.066666666666666652e+00
3.291733333333333178e+01 1.066666666666666652e+00
3.289600000000000080e+01 1.066666666666666652e+00
3.287466666666666981e+01 1.066666666666666652e+00
3.285333333333333172e+01 1.066666666666666652e+00
3.283200000000000074e+01 1.066666666666666652e+00
3.281066666666666976e+01 1.066666666666666652e+00
3.278933333333333167e+01 1.066666666666666652e+00
3.276800000000000068e+01 1.066666666666666652e+00
3.274666666666666970e+01 1.066666666666666652e+00
3.272533333333333161e+01 1.066666666666666652e+00
3.270400000000000063e+01 1.066666666666666652e+00
3.268266666666666964e+01 1.066666666666666652e+00
3.266133333333333155e+01 1.066666666666666652e+00
3.264000000000000057e+01 1.066666666666666652e+00
